verdict	cle	chambre	amendement	sort	auteur	article	formule	dossier	subdivision	dispositif	article_du_fonds	url	verdict_bis	verdict_ter	juge	juge_bis	juge_ter	commentaire	commentaire_bis	commentaire_ter	date_jugement
juste	0a51f7bdb3472776	assemblee	12134	Retiré	M. Laurent Grandguillaume	L311-5	inséré	JORFDOLE000027383756	AVANT ART. 18	Après le deuxième alinéa de l’article L. 311-5 du code de la consommation, il est inséré un alinéa ainsi rédigé : « Toute publicité qui compare le montant des échéances d’un ou plusieurs crédits antérieurs à celui d’une échéance résultant d’une opération de regroupement de tels crédits doit mentionner de manière claire et apparente, à proximité immédiate de l’indication de la nouvelle échéance, le coût total des crédits antérieurs et le coût total du crédit postérieur à l’opération précitée. »	L311-5 (1993-07-27) — écrit par la loi du dossier, 2014-03-19 : Dans toute publicité écrite, quel que soit le support utilisé, les informations relatives au tau […] ‖ avant, 2010-09-01 : Dans toute publicité écrite, quel que soit le support utilisé, les informations relatives au taux annuel effectif global, à sa nature fixe, variabl […]		juste		sonnet-juge-a	sonnet-juge-b		L'insertion se fait après un alinéa de L. 311-5 lui-même, non après l'article comme ancre vers un autre article.	Le dispositif insere un alinea apres le deuxieme alinea de l'article L. 311-5 lui-meme, non une ancre vers un autre article.		2026-09-26
juste	0a7feb1c0727d8cd	senat	131428	Rejeté	LE GOUVERNEMENT	L711-8	modifié	JORFDOLE000030962821	Article 18 sexies (Supprimé)	A. – Rétablir cet article dans la rédaction suivante : I. – Le livre VII du code de la consommation est ainsi modifié : 1° Au premier alinéa de l’article L. 711‑5, les références : « L. 741‑3, L. 741‑7, L. 741‑8 » sont remplacées par les références : « L. 741‑2, L. 741‑6 et L. 741‑7 » ; 2° Le second alinéa de l’article L. 711‑8 est ainsi modifié : a) Les mots : « par l’article L. 733‑1, jusqu’à l’homologation par le juge des mesures recommandées en application des articles » sont remplacés par la référence : « aux articles L. 733‑1, » ; b) Les références : « L. 733‑7, L. 733‑8 » sont remplacée […]	L711-8 (2016-07-01) — écrit par la loi du dossier, 2018-01-01 : Lorsqu'une procédure de surendettement est engagée devant une commission à la demande d'un entre […] ‖ avant, 2016-07-01 : Lorsqu'une procédure de surendettement est engagée devant une commission à la demande d'un entrepreneur individuel à responsabilité limitée, celui- […]	//www.senat.fr/amendements/2015-2016/840/Amdt_17.html	juste		sonnet-juge-a	sonnet-juge-b		Le 2° du dispositif de rétablissement modifie directement le second alinéa de L. 711-8.	Le 2e du dispositif dit : Le second alinea de l'article L. 711-8 est ainsi modifie, a, b.		2026-09-26
juste	0a87422f9225a710	senat	120290	Adopté	M. PONIATOWSKI	L121-86	complété	JORFDOLE000022095875	Article 9	Alinéa 2 Rédiger ainsi cet alinéa : 1° L'article L. 121‑86 est complété par les mots : « , ainsi qu'aux contrats souscrits par un non‑professionnel pour une puissance électrique égale ou inférieure à 36 kilovoltampères ou pour une consommation de gaz naturel inférieure à 30 000 kilowattheures par an » ;	L121-86 (2007-07-01) — écrit par la loi du dossier, 2010-12-09 : Les dispositions de la présente section s'appliquent aux contrats souscrits par un consommateur […] ‖ avant, 2007-07-01 : Les dispositions de la présente section s'appliquent aux contrats souscrits par un consommateur avec un fournisseur d'électricité ou de gaz naturel […]	//www.senat.fr/amendements/2009-2010/644/Amdt_268.html	juste		sonnet-juge-a	sonnet-juge-b		Le dispositif complète directement L. 121-86 par les mots cités.	Le dispositif dit : L'article L. 121-86 est complete par les mots.		2026-09-26
juste	0a8cbd8146bf07c0	assemblee	23747	Rejeté	M. Jean-Pierre Decool	L423-1	rédigé	JORFDOLE000027383756	ART. PREMIER	Substituer aux alinéas 6 à 10 les trois alinéas suivants : « Art. L. 423‑1. – Lorsque plusieurs personnes ont subi des préjudices, du fait d’un même professionnel, en violation du droit de la consommation, de la concurrence, du droit financier, du droit boursier, du droit de la santé, ou du droit de l’environnement, toute association peut agir en justice en vue de faire reconnaître la responsabilité du professionnel à l’égard de tous les demandeurs placés dans une situation identique ou similaire. « Seule la réparation des préjudices matériels résultants d’une des causes mentionnées ci-dessus  […]	L423-1 (2014-03-19) — écrit par la loi du dossier, 2014-03-19 : Une association de défense des consommateurs représentative au niveau national et agréée en application de l'article L. 411-1 peut agir devant une juridiction civile afin d'obtenir la réparation des préjudices individuels subis par des consommateurs placés […]		juste		sonnet-juge-a	sonnet-juge-b		Le dispositif substitue aux alinéas 6 à 10 une réécriture de L. 423-1 lui-même, numéro conforme au fonds.	Le dispositif substitue les alineas par Art. L. 423-1, reecriture directe.		2026-09-26
juste	0acfd37359b57adf	assemblee	22305	Adopté	M. Dominique Potier	L732-4	abrogé	JORFDOLE000032319792	ART. 25 BIS	Rétablir cet article dans la rédaction suivante : « I. – Le titre III du livre VII du code de la consommation est ainsi modifié : 1° À l’intitulé du chapitre Ier, les mots : « de la capacité de remboursement » sont remplacés par les mots : « du montant des remboursements » ; 2° À l’article L. 731‑1, les mots : « la capacité de remboursement est fixée » sont remplacés par les mots : « le montant des remboursements est fixé » ; 3° À l’article L. 732‑1, après la référence : « L. 724‑1 », sont insérés les mots : « et que le débiteur est propriétaire d’un bien immobilier » ; 4° L’article L. 732‑3 e […]	L732-4 (2016-07-01) — écrit par la loi du dossier, 2016-07-01 : Lorsque la situation du débiteur, sans qu'elle soit irrémédiablement compromise au sens du deuxième alinéa de l'article L. 724-1, ne permet pas de prévoir le remboursement de la totalité de ses dettes et que la mission de conciliation de la commission para […]		juste		sonnet-juge-a	sonnet-juge-b		Le 5° du dispositif abroge explicitement L. 732-4.	Le 5e du dispositif (verifie en base, amendement 22305, meme texte que 0166afb174236108) dit : L'article L. 732-4 est abroge.		2026-09-26
juste	0b4a44aae9f145e1	assemblee	22201	Adopté	Mme Catherine Vautrin	L732-3	complété	JORFDOLE000032319792	ART. 25 BIS	Rétablir cet article dans la rédaction suivante : « I. – Le titre III du livre VII du code de la consommation est ainsi modifié : 1° À l’intitulé du chapitre Ier, les mots : « de la capacité de remboursement » sont remplacés par les mots : « du montant des remboursements » ; 2° À l’article L. 731‑1, les mots : « la capacité de remboursement est fixée » sont remplacés par les mots : « le montant des remboursements est fixé » ; 3° À l’article L. 732‑1, après la référence : « L. 724‑1 », sont insérés les mots : « et que le débiteur est propriétaire d’un bien immobilier » ; 4° L’article L. 732‑3 e […]	L732-3 (2016-07-01) — écrit par la loi du dossier, 2018-01-01 : Le plan prévoit les modalités de son exécution. Sa durée totale, y compris lorsqu'il fait l'obje […] ‖ avant, 2016-07-01 : Le plan prévoit les modalités de son exécution. Sa durée totale, y compris lorsqu'il fait l'objet d'une révision ou d'un renouvellement, ne peut ex […]		juste		sonnet-juge-a	sonnet-juge-b		Le 4° du dispositif complète L. 732-3 par un alinéa, comme l'amendement jumeau 22264 (arête 0166afb174236108).	Le 4e du dispositif (verifie en base, amendement 22201, meme texte que 0166afb174236108) dit : L'article L. 732-3 est complete par un alinea.		2026-09-26
juste	0cc3d7c9923d69d7	senat	121816	Adopté	Mme LÉTARD	L121-91-1	rédigé	JORFDOLE000027383756	art. add. après Article 9	Après l’article 9 Insérer un article additionnel ainsi rédigé : I. - Après l’article L. 121‑84‑11 du code de la consommation, il est inséré un article L. 121‑84‑12 ainsi rédigé : « Art. L. 121-84‑12. - Le fournisseur de téléphonie fixe et mobile et d’accès à internet est tenu de proposer le chèque et un mode de paiement en espèces dans les conditions prévues par le code monétaire et financier. Il est tenu d’offrir gratuitement à tous ses clients la possibilité de payer ses factures par mandat compte. » II. - « Après l’article L. 121‑91 du même code, il est inséré un article L. 121‑91‑1 ainsi r […]	L121-91-1 (2014-03-19) — écrit par la loi du dossier, 2014-03-19 : Le fournisseur d'électricité et de gaz naturel est tenu d'offrir gratuitement à tous ses clients la possibilité de payer ses factures par mandat compte.	//www.senat.fr/amendements/2012-2013/810/Amdt_382.html	juste		sonnet-juge-a	sonnet-juge-b		Le II crée L. 121-91-1, texte cité identique mot pour mot à l'article du fonds ; le I insère seulement un article ailleurs (L. 121-84-12), sans incidence.	La partie II du dispositif cree Art. L. 121-91-1, texte identique a celui du fonds ; l'ancre L. 121-91 n'est pas la cible.		2026-09-26
juste	0cea0f0320bf8743	senat	132159	Retiré	M. BIZET	L121-90	modifié	JORFDOLE000031589829	art. add. après Article 40 A	Après l'article 40 A Insérer un article additionnel ainsi rédigé : L’article L. 121‑90 du code de la consommation est ainsi modifié : 1° Au premier alinéa, les mots : « voie postale ou, à sa demande, par voie électronique » sont remplacés par les mots : « écrit ou sur un autre support durable à la disposition de ce dernier » ; 2° Au deuxième alinéa, le mot : « trois » est remplacé par le mot : « quatre ».	L121-90 (2007-07-01) — en vigueur à la loi du dossier, 2007-07-01 : Tout projet de modification par le fournisseur des conditions contractuelles est communiqué au consommateur par voie postale ou, à sa demande, par voie électronique, au moins un mois avant la date d'application envisagée. Cette communication est assort […]	//www.senat.fr/amendements/2015-2016/535/Amdt_174.html	juste		sonnet-juge-a	sonnet-juge-b		Le dispositif modifie directement L. 121-90 par deux substitutions de mots.	Le dispositif dit : L'article L. 121-90 est ainsi modifie, 1, 2.		2026-09-26
juste	0da3da0c92b68343	assemblee	84438	Non soutenu	Mme Sarah El Haïry	L217-7	insérés	JORFDOLE000038746653	APRÈS ART. 4 BIS BA	Après le deuxième alinéa de l’article L. 217‑7 du code de la consommation, sont insérés deux alinéas ainsi rédigés : « Pour les équipements électriques et électroniques neufs, ce délai est porté à trente-six mois en 2020, quarante-huit mois en 2022 et soixante mois en 2024. » « La liste des catégories d’équipements concernés au précédent alinéa et les conditions d’application du présent article sont précisées par décret en Conseil d’État. »	L217-7 (2016-07-01) — écrit par la loi du dossier, 2022-01-01 : Les défauts de conformité qui apparaissent dans un délai de vingt-quatre mois à partir de la dél […] ‖ avant, 2021-10-01 : Les défauts de conformité qui apparaissent dans un délai de vingt-quatre mois à compter de la délivrance du bien, y compris du bien comportant des  […]		juste		sonnet-juge-a	sonnet-juge-b		L'insertion se fait après le deuxième alinéa de L. 217-7 lui-même.	Le dispositif insere deux alineas apres le deuxieme alinea de l'article L. 217-7 lui-meme.		2026-09-26
juste	0e44c5f86f7bc646	assemblee	33106	Non soutenu	M. Julien Aubert	L121-91	inséré	JORFDOLE000029310724	APRÈS ART. 59	Après le premier alinéa de l’article L. 121‑91 du code de la consommation, il est inséré un alinéa ainsi rédigé : « Par dérogation avec l’alinéa précédent, le consommateur doit être facturé systématiquement sur sa consommation réelle, quel que soit son rythme de facturation, dès lors que ce dernier est équipé d’un compteur intelligent au sens de la directive n° 2009‑72 CE du Parlement européen et du Conseil du 13 juillet 2009 concernant des règles communes pour le marché intérieur de l’électricité et abrogeant la directive 2003/54/CE. ».	L121-91 (2007-07-01) — écrit par la loi du dossier, 2016-08-17 : Toute offre de fourniture d'électricité ou de gaz permet, au moins une fois par an, une factura […] ‖ avant, 2011-03-01 : Toute offre de fourniture d'électricité ou de gaz permet, au moins une fois par an, une facturation en fonction de l'énergie consommée. Les facture […]		juste		sonnet-juge-a	sonnet-juge-b		L'insertion se fait après le premier alinéa de L. 121-91 lui-même.	Le dispositif insere un alinea apres le premier alinea de l'article L. 121-91 lui-meme, non une ancre vers un autre article.		2026-09-26
juste	0e9ffd51e4b8750a	senat	140913	Irrecevable art. 45, al. 1 C (cavalier)	M. DOSSUS	L217-23	complété	JORFDOLE000043113774	art. add. après Article 13	Après l’article 13 Insérer un article additionnel ainsi rédigé : L’article L. 217‑23 du code de la consommation est complété par un alinéa ainsi rédigé : « Dès lors que le vendeur ne fournit plus de mises à jour, il diffuse gratuitement sous format électronique, dans un standard ouvert librement réutilisable et exploitable par un système de traitement automatisé, les codes sources afférents au produit concerné. »	L217-23 (2020-02-12) — en vigueur à la loi du dossier, 2020-02-12 : Le vendeur veille à ce que le consommateur reçoive les mises à jour nécessaires au maintien de la conformité des biens au cours d'une période à laquelle le consommateur peut raisonnablement s'attendre. Cette période ne peut être inférieure à deux ans.  […]	//www.senat.fr/amendements/2020-2021/667/Amdt_362.html	juste		sonnet-juge-a	sonnet-juge-b		Le dispositif complète directement L. 217-23 par un alinéa.	Le dispositif dit : L'article L. 217-23 est complete par un alinea ainsi redige.		2026-09-26
juste	0f1fb9d0eabb24c4	senat	131465	Retiré	M. BIGOT	L733-9	rédigé	JORFDOLE000030962821	Article 18 sexies (Supprimé)	Rétablir cet article dans la rédaction suivante : I. – Le livre VII du code de la consommation est ainsi modifié : 1° Au premier alinéa de l’article L. 711‑5, les références : « L. 741‑3, L. 741‑7, L. 741‑8 » sont remplacées par les références : « L. 741‑2, L. 741‑6 et L. 741‑7 » ; 2° Le second alinéa de l’article L. 711‑8 est ainsi modifié : a) Les mots : « par l’article L. 733‑1, jusqu’à l’homologation par le juge des mesures recommandées en application des articles » sont remplacés par la référence : « aux articles L. 733‑1, » ; b) Les références : « L. 733‑7, L. 733‑8 » sont remplacées par […]	L733-9 (2016-07-01) — écrit par la loi du dossier, 2018-01-01 : En l'absence de contestation formée par l'une des parties en application de l'article L. 733-10, […] ‖ avant, 2016-07-01 : Lorsque le débiteur a déjà bénéficié d'une mesure de rétablissement personnel prévue aux 1° et 2° de l'article L. 724-1 et qu'il saisit de nouveau  […]	//www.senat.fr/amendements/2015-2016/840/Amdt_55.html	juste		sonnet-juge-a	sonnet-juge-b		Le 15° du dispositif crée L. 733-9, dont le contenu concorde mot pour mot avec l'article du fonds.	Le 15e du dispositif (verifie en base, amendement 131465) cree Art. L. 733-9, texte identique a celui du fonds.		2026-09-26
juste	0f7455b6bfb51242	senat	122124	Adopté	M. Martial BOURQUIN	L121-37	rédigés	JORFDOLE000027383756	Article 72 quater	Alinéas 8 à 11 Remplacer ces alinéas par six alinéas ainsi rédigés : I bis. – Les articles L. 121-36 et L. 121-37 du code de la consommation sont ainsi rédigés : « Art. L. 121-36. - Les pratiques commerciales, mises en œuvre par les professionnels sous la forme d'opérations promotionnelles, tendant à faire naître l'espérance d'un gain attribué à chacun des participants, quelles que soient les modalités de tirage au sort ou d'intervention d’un élément aléatoire, et pour lesquelles la participation des consommateurs est conditionnée à une obligation d’achat, ne sont illicites que dans la mesure  […]	L121-37 (1993-07-27) — écrit par la loi du dossier, 2014-03-19 : Lorsque les opérations mentionnées à l'article L. 121-36 sont réalisées par voie d'écrit et don […] ‖ avant, 1993-07-27 : Les documents présentant l'opération publicitaire ne doivent pas être de nature à susciter la confusion avec un document administratif ou bancaire  […]	//www.senat.fr/amendements/2012-2013/810/Amdt_691.html	juste		sonnet-juge-a	sonnet-juge-b		Le I bis réécrit directement L. 121-36 et L. 121-37, ce dernier étant l'article visé.	Le dispositif dit : Les articles L. 121-36 et L. 121-37 sont ainsi rediges, dont le texte de L. 121-37 correspond au fonds.		2026-09-26
juste	0f8e5f7fb68365be	assemblee	49465	Non soutenu	Mme Marie-Christine Dalloz	L313-25-1	complété	JORFDOLE000037080861	APRÈS ART. 71	Le premier alinéa de l’article L. 313‑25‑1 du code de la consommation est complété par les mots : « et de garantir que les conditions tarifaires en vigueur au moment de la signature du crédit ne pourront être modifiées dans un sens défavorable à l’emprunteur par rapport à leur situation à la signature du crédit pour le même type de prestation, et ce, sur la durée fixée par le préteur pour la condition de domiciliation de revenus. »	L313-25-1 (2018-01-01) — écrit par la loi du dossier, 2018-01-01 : Le prêteur peut conditionner l'offre de prêt mentionnée à l'article L. 313-24 à la domiciliation par l'emprunteur de ses salaires ou revenus assimilés sur un compte de paiement mentionné à l'article L. 314-1 du code monétaire et financier, sous réserve  […]		juste		sonnet-juge-a	sonnet-juge-b		Le dispositif complète directement le premier alinéa de L. 313-25-1.	Le dispositif dit : Le premier alinea de l'article L. 313-25-1 est complete par les mots.		2026-09-26
juste	0f918e8c9264b653	assemblee	34243	Non soutenu	M. Alain Leboeuf	L121-91	inséré	JORFDOLE000029310724	APRÈS ART. 59	Après le premier alinéa de l’article L. 121‑91 du code de la consommation, il est inséré un alinéa ainsi rédigé : « Par dérogation avec l’alinéa précédent, le consommateur doit être facturé systématiquement sur sa consommation réelle, quel que soit son rythme de facturation, dès lors que ce dernier est équipé d’un compteur intelligent au sens de la directive n° 2009‑72 CE du Parlement européen et du Conseil du 13 juillet 2009 concernant des règles communes pour le marché intérieur de l’électricité et abrogeant la directive 2003/54/CE. ».	L121-91 (2007-07-01) — écrit par la loi du dossier, 2016-08-17 : Toute offre de fourniture d'électricité ou de gaz permet, au moins une fois par an, une factura […] ‖ avant, 2011-03-01 : Toute offre de fourniture d'électricité ou de gaz permet, au moins une fois par an, une facturation en fonction de l'énergie consommée. Les facture […]		juste		sonnet-juge-a	sonnet-juge-b		Insertion identique à 0e44c5f86f7bc646, après le premier alinéa de L. 121-91 lui-même.	Le dispositif insere un alinea apres le premier alinea de l'article L. 121-91 lui-meme (meme texte que 0e44c5f86f7bc646).		2026-09-26
