verdict	cle	chambre	amendement	sort	auteur	dossier	article	segment	longueur_fenetre	vise	nb_segments_fenetre	fenetre	dispositif	segment_texte	url
juste	b69dbb056b025cac	assemblee	30	Adopté	M. Jean-Louis Bricout	JORFDOLE000027383756	L121-110	LEGIARTI000028741266:1	60	sans visée	1	contrats à durée déterminée ne comportant pas de clause dét	I. – Après l’alinéa 35, insérer les vingt-cinq alinéas suivants : « Section 17 « Contrats relatifs au gaz de pétrole liquéfié « Art. L. 121‑105. – Les dispositions de la présente section s’appliquent aux contrats souscrits par un consommateur ayant pour objet la fourniture de gaz de pétrole liquéfié en vrac, la mise à disposition ou la vente de matériels de stockage de gaz de pétrole liquéfié en v […]	Pour les contrats à durée déterminée ne comportant pas de clause déterminant précisément les hypothèses pouvant entraîner une modification contractuelle ou de clause portant sur la modification du prix, le consommateur peut exiger l'application des conditions initiales jusqu'au terme de la durée contractuelle.	
juste	b6c7f2d039435bfa	assemblee	993	Adopté	LE GOUVERNEMENT	JORFDOLE000027383756	L116-1	LEGIARTI000028743109:3	60	sans visée	1	nter de faire croire qu'un produit bénéficie d'une indicatio	Compléter cet article par les treize alinéas suivants : « II. - Le titre I du livre I du code de la consommation, est complété par un chapitre VI ainsi rédigé : « Chapitre VI » « Dispositions relatives à l’outre-mer « Art. L. 116‑1.- L’article L. 115‑16 est applicable dans les îles Wallis et Futuna dans la rédaction suivante : « Est puni de deux ans d’emprisonnement et d’une amende de 35 800 000 f […]	"""3° De faire croire ou tenter de faire croire qu'un produit bénéficie d'une indication géographique ;"	
juste	b6ec7581c0d07a4f	assemblee	405	Adopté	M. Razzy Hammadi	JORFDOLE000027383756	L141-1	LEGIARTI000028748275:31	60	sans visée	1	2 de l'article 3 du règlement (ce) n° 924/2009 du parlement	Après l’alinéa 24, insérer les deux alinéas suivants : « 14° Des points 1 et 2 de l’article 3 du règlement (CE) n° 924/2009 du Parlement européen et du Conseil du 16 septembre 2009 concernant les paiements transfrontaliers dans la Communauté et abrogeant le règlement (CE) n° 2560/2001 ; « 15° Du d) du point 3 et du point 8 de l’article 5, de l’article 8 et de l’article 16 du règlement (UE) n° 260/ […]	14° Des 1 et 2 de l'article 3 du règlement (CE) n° 924/2009 du Parlement européen et du Conseil, du 16 septembre 2009, concernant les paiements transfrontaliers dans la Communauté et abrogeant le règlement (CE) n° 2560/2001 ;	
juste	b70d2bff0c084d1c	senat	112	Adopté	M. MARINI	JORFDOLE000017760197	L311-4	LEGIARTI000006292383:3	60	oui	1	quer, pour les opérations à durée déterminée, le nombre d'éc	Après l'article 59, insérer un article additionnel ainsi rédigé : Le code de la consommation est ainsi modifié : I. - L'article L. 311-4 est ainsi rédigé : « Art. L. 311-4 . – Toute publicité faite, reçue ou perçue en France qui, quel que soit son support, porte sur l'une des opérations de crédit à la consommation visées à l'article L. 311-2, est loyale et informative. Son contenu doit : « 1º Préc […]	3° Indiquer, pour les opérations à durée déterminée, le nombre d'échéances.	//www.senat.fr/amendements/2002-2003/166/Amdt_112.html
juste	b717ab4ccff2b28e	assemblee	522	Adopté	LE GOUVERNEMENT	JORFDOLE000027383756	L121-36-1	LEGIARTI000028744931:1	60	sans visée	1	est conditionnée à une obligation d'achat, ces pratiques co	I. – Substituer à l’alinéa 10 les deux alinéas suivants : « I bis. – La section 6 du chapitre Ier du titre II du livre Ier du code de la consommation est ainsi modifiée : « 1° L’article L. 121‑36 est ainsi rédigé : ». II. – En conséquence, après l’alinéa 12, insérer les quatre alinéas suivants : « 2° Après l’article L. 121‑36, est inséré un article L. 121‑36‑1 ainsi rédigé : « Art. L. 121‑36‑1. –  […]	Lorsque la participation des consommateurs aux pratiques mentionnées au premier alinéa du présent article est conditionnée à une obligation d'achat, ces pratiques commerciales ne sont illicites que dans la mesure où elles revêtent un caractère déloyal au sens de l'article L. 120-1.	
juste	b74d2d8968d1da59	senat	523	Adopté	Mme BATAILLE	JORFDOLE000027383756	L121-45	LEGIARTI000028744506:1	60	sans visée	1	ositif peut être mutualisé par plusieurs des fournisseurs me	I. – Après l’alinéa 9 Insérer trois alinéas ainsi rédigés : « Art. L. 121‑44‑1. – Tout fournisseur d’un service téléphonique au public, au sens du 7° de l’article L. 32 du code des postes et des communications électroniques, propose aux consommateurs avec lesquels il est en relation contractuelle un dispositif leur permettant de signaler, par messages textuels, les appels et messages textuels non  […]	Ce dispositif peut être mutualisé par plusieurs des fournisseurs mentionnés au premier alinéa du présent article.	//www.senat.fr/amendements/2012-2013/810/Amdt_523.html
juste	b7aceae64f1f4b75	senat	691	Adopté	M. Martial BOURQUIN	JORFDOLE000027383756	L121-37	LEGIARTI000028749202:1	60	oui	1	ils comportent un inventaire lisible des lots mis en jeu pré	Alinéas 8 à 11 Remplacer ces alinéas par six alinéas ainsi rédigés : I bis. – Les articles L. 121-36 et L. 121-37 du code de la consommation sont ainsi rédigés : « Art. L. 121-36. - Les pratiques commerciales, mises en œuvre par les professionnels sous la forme d'opérations promotionnelles, tendant à faire naître l'espérance d'un gain attribué à chacun des participants, quelles que soient les moda […]	Ils comportent un inventaire lisible des lots mis en jeu précisant, pour chacun d'eux, leur nature, leur nombre exact et leur valeur commerciale.	//www.senat.fr/amendements/2012-2013/810/Amdt_691.html
juste	b7f75a5e2a4c5cbf	senat	95 rect.	Adopté	M. VERZELEN	JORFDOLE000051045642	L132-14-1	LEGIARTI000051828125:1	60	oui	1	tant de l'amende peut être porté, de manière proportionnée a	Après l'alinéa 5 Insérer cinq alinéas ainsi rédigés : .... – Le livre I er est ainsi modifié : 1° Au troisième alinéa de l’article L. 121-11, après le mot : « vendu », sont insérés les mots : « ou au consentement au démarchage téléphonique mentionné au chapitre III du titre II du livre II » ; 2° Après l’article L. 132-14, il est inséré un article L. 132-14-1 ainsi rédigé : « Art. L. 132-14-1 . – L […]	Le montant de l'amende peut être porté, de manière proportionnée aux avantages tirés du délit, à 10 % du chiffre d'affaires moyen annuel, calculé sur les trois derniers chiffres d'affaires annuels connus à la date des faits.	//www.senat.fr/amendements/2024-2025/469/Amdt_95.html
juste	b80aeeedaa872553	senat	212	Adopté	M. MERCIER	JORFDOLE000017760141	L333-4	LEGIARTI000006292595:2	60	sans visée	1	1 est saisie par un débiteur en application du premier aliné	Avant l'article 27 bis, insérer un article additionnel ainsi rédigé : Au début de la première phrase du troisième alinéa de l'article L. 333-4 du code de la consommation, les mots : « Lorsque la commission instituée à l'article L. 331-1 a vérifié que le débiteur qui l'a saisie se trouve dans la situation visée à l'article L.331-2 » sont remplacés par les mots : « Dès que la commission instituée à  […]	Dès que la commission instituée à l'article L. 331-1 est saisie par un débiteur en application du premier alinéa de l'article L. 331-3, elle en informe la Banque de France aux fins d'inscription au fichier institué au premier alinéa du présent article. La même obligation pèse sur le greffe du juge de l'exécution lorsque, sur recours de l'intéressé en application du deuxième alinéa de l'article L.  […]	//www.senat.fr/amendements/2002-2003/398/Amdt_212.html
juste	b9a112f722e547d8	senat	84 rect.	Adopté	LE GOUVERNEMENT	JORFDOLE000029134377	L121-36	LEGIARTI000029947687:0	60	sans visée	1	s pratiques commerciales mises en œuvre par les professionne	Après l’alinéa 12 Insérer quatre alinéas ainsi rédigés : …° La section 6 du chapitre I er du titre II du livre I er est ainsi modifiée : a) L’article L. 121‑36 est ainsi rédigé : « Art. L. 121‑36. – Les pratiques commerciales mises en œuvre par les professionnels à l’égard des consommateurs, sous la forme d’opérations promotionnelles tendant à l’attribution d’un gain ou d’un avantage de toute natu […]	Les pratiques commerciales mises en œuvre par les professionnels à l'égard des consommateurs, sous la forme d'opérations promotionnelles tendant à l'attribution d'un gain ou d'un avantage de toute nature par la voie d'un tirage au sort, quelles qu'en soient les modalités, ou par l'intervention d'un élément aléatoire, sont licites dès lors qu'elles ne sont pas déloyales au sens de l'article L. 120- […]	//www.senat.fr/amendements/2014-2015/60/Amdt_84.html
juste	bc5577610fa7c57b	senat	174	Adopté	M. GONTARD	JORFDOLE000038746653	L120-2	LEGIARTI000041557387:0	60	sans visée	1	dans les commerces de vente au détail, le contenant réutilis	Après l'article 5 Insérer un article additionnel ainsi rédigé : Le titre II du livre I er du code de la consommation est ainsi modifié : 1° À l’intitulé, les mots : « interdites et pratiques commerciales règlementées » sont supprimés ; 2° Il est jouté un chapitre ainsi rédigé : « Chapitre ... « Pratiques commerciales encouragées « Section ... « Vente de produits non pré‑emballés « Art. L. …. ‑ Dan […]	Dans les commerces de vente au détail, le contenant réutilisable peut être fourni par le détaillant sur le lieu de vente ou être apporté par le consommateur.	//www.senat.fr/amendements/2018-2019/728/Amdt_174.html
juste	bfbd0aae02878587	senat	679	Adopté	M. FAUCONNIER	JORFDOLE000027383756	L121-29	LEGIARTI000028747592:11	60	sans visée	1	l'exercice du droit de rétractation emporte résolution de pl	Après l'alinéa 163 Insérer trois alinéas ainsi rédigés : ...) Le dernier alinéa est remplacé par deux alinéas ainsi rédigés : « L’exercice du droit de rétractation emporte résolution de plein droit du contrat de vente ou de prestation de services. « Si le bien ou la prestation de services à financer ne sont pas vendus à distance et que le consommateur, par une demande expresse, sollicite la livrai […]	L'exercice du droit de rétractation emporte résolution de plein droit du contrat de vente ou de prestation de services.	//www.senat.fr/amendements/2012-2013/810/Amdt_679.html
juste	bfdc804201129dd7	senat	89	Adopté	M. HYEST	JORFDOLE000017760141	L331-1	LEGIARTI000006292621:3	60	oui	1	une personne justifiant d'une expérience dans le domaine de	Rédiger comme suit le 1° du II de cet article : II. - 1° L'article L. 331-1 est complété par un alinéa ainsi rédigé : « Une personne justifiant d'une expérience dans le domaine de l'économie sociale et familiale est associée à l'instruction du dossier et assiste aux réunions de la commission de surendettement avec voix consultative. »	Une personne justifiant d'une expérience dans le domaine de l'économie sociale et familiale ainsi qu'une personne justifiant d'un diplôme et d'une expérience dans le domaine juridique sont associées à l'instruction du dossier et assistent aux réunions de la commission de surendettement avec voix consultative.	//www.senat.fr/amendements/2002-2003/398/Amdt_89.html
juste	c1db33651dc1d932	assemblee	40	Adopté	M. Frédéric Barbier	JORFDOLE000027383756	L121-42	LEGIARTI000028744497:5	60	sans visée	1	ce même contrat prévoit également, sous peine de la suspensi	Substituer à l’alinéa 8 les cinq alinéas suivants : « L’opérateur mentionné au premier alinéa prévoit dans le contrat avec l’abonné auquel il affecte un numéro à valeur ajoutée, sous peine de résiliation, que l’abonné l’informe de toute modification concernant son identité et son adresse, lesquelles doivent figurer dans le contrat. « Ce même contrat prévoit également, sous peine de la suspension d […]	Ce même contrat prévoit également, sous peine de la suspension de l'accès aux numéros concernés, qui peut être suivie de la résiliation du contrat en cas de récidive, que l'abonné fournit à l'opérateur mentionné au premier alinéa les informations prévues à ce même alinéa et informe l'opérateur de toute modification avec un préavis suffisant afin que l'outil soit mis à jour. La description du produ […]	
juste	c2e3b10d3b4e6a07	assemblee	495	Adopté	Mme Catherine Vautrin	JORFDOLE000027383756	L113-8	LEGIARTI000028742316:2	60	sans visée	1	nditions générales de vente ou de transport précisent la pos	I. – Supprimer les alinéas 27 et 28. II. – En conséquence, après l’alinéa 34, insérer les quatre alinéas suivants : « Art. L. 113‑8. - Les transporteurs aériens et personnes physiques ou morales commercialisant des titres de transport aérien remboursent les taxes et redevances individualisées et affichées comme telles dans le prix du titre qu’ils ont vendu, dont l’exigibilité procède de l’embarque […]	Les conditions générales de vente ou de transport précisent la possibilité du remboursement et ses modalités.	
juste	c32d0d37311fca0c	senat	109	Adopté	M. HYEST	JORFDOLE000017760141	L332-12	LEGIARTI000006292584:0	60	oui	1	tout moment de la procédure, le juge peut, s'il estime que l	Rédiger comme suit le dernier alinéa du V de cet article : « Art. L. 332-12. - A tout moment de la procédure, le juge peut, s'il estime que la situation du débiteur n'est pas irrémédiablement compromise, renvoyer le dossier à la commission. »	A tout moment de la procédure, le juge peut, s'il estime que la situation du débiteur n'est pas irrémédiablement compromise, renvoyer le dossier à la commission.	//www.senat.fr/amendements/2002-2003/398/Amdt_109.html
juste	c3575aede5560513	senat	660	Adopté	LE GOUVERNEMENT	JORFDOLE000027383756	L218-4	LEGIARTI000028748407:0	60	sans visée	1	l est établi que des produits ne sont pas conformes à la rég	Rédiger ainsi cet article : L’article L. 218‑4 du code de la consommation est ainsi rédigé : « Art. L. 218‑4. – S’il est établi que des produits ne sont pas conformes à la réglementation en vigueur ou présentent ou sont susceptibles de présenter, compte tenu de leurs conditions communes de production ou de commercialisation, un danger pour la santé publique ou la sécurité des consommateurs, le pré […]	S'il est établi que des produits ne sont pas conformes à la réglementation en vigueur ou présentent ou sont susceptibles de présenter, compte tenu de leurs conditions communes de production ou de commercialisation, un danger pour la santé publique ou la sécurité des consommateurs, le préfet ou, à Paris, le préfet de police peut ordonner une ou plusieurs des mesures suivantes : la suspension de la  […]	//www.senat.fr/amendements/2012-2013/810/Amdt_660.html
juste	c5d2d45a7fa7e80e	assemblee	636	Adopté	M. Razzy Hammadi	JORFDOLE000027383756	L311-10	LEGIARTI000028748027:0	60	sans visée	1	cette fiche est conservée par le prêteur pendant toute la du	Avant la dernière phrase de l’article L. 311‑10 du code de la consommation, est insérée une phrase ainsi rédigée : « Cette fiche est conservée par le prêteur pendant toute la durée du prêt. ».	Lorsque les opérations de crédit sont conclues sur le lieu de vente ou au moyen d'une technique de communication à distance, une fiche d'informations distincte de la fiche mentionnée à l'article L. 311-6 est remise par le prêteur ou par l'intermédiaire de crédit à l'emprunteur. Cette fiche, établie par écrit ou sur un autre support durable, comporte notamment les éléments relatifs aux ressources e […]	
juste	c5d5a73e99b156fa	senat	426	Adopté	M. LEMOYNE	JORFDOLE000046027237	L215-1-1	LEGIARTI000046190107:1	60	sans visée	1	t, le professionnel met à la disposition du consommateur une	I. – Alinéas 1 à 6 Remplacer ces alinéas par quatorze alinéas ainsi rédigés : I. – Le code de la consommation est ainsi modifié : 1° Le chapitre V du titre I er du livre II est ainsi modifié : a) Le titre est ainsi rédigé : « Reconduction et modalités de résiliation des contrats » ; b) Après l’article L. 215‑1, il est inséré un article L. 215‑1‑1, ainsi rédigé : « Art. L. 215‑1‑1. – Lorsqu’un cont […]	A cet effet, le professionnel met à la disposition du consommateur une fonctionnalité gratuite permettant d'accomplir, par voie électronique, la notification et les démarches nécessaires à la résiliation du contrat. Lorsque le consommateur notifie la résiliation du contrat, le professionnel lui confirme la réception de la notification et l'informe, sur un support durable et dans des délais raisonn […]	//www.senat.fr/amendements/2021-2022/828/Amdt_426.html
juste	c6a2d20f7ba6208c	senat	148	Adopté	LE GOUVERNEMENT	JORFDOLE000051045642	L122-26	LEGIARTI000051828610:3	60	sans visée	1	article est passible d'une amende administrative dont le mo	Amendement n° 120 I. – Après l’alinéa 6 Insérer un alinéa ainsi rédigé : « Les modalités et le contenu de cette information sont précisés par arrêté. II. – Alinéa 8 Rédiger ainsi cet alinéa : « Tout manquement aux dispositions du présent article est passible d’une amende administrative dont le montant ne peut excéder 15 000 € pour une personne physique et 75 000 € pour une personne morale. ». III. […]	Tout manquement au présent article est passible d'une amende administrative dont le montant ne peut excéder 15 000 € pour une personne physique et 75 000 € pour une personne morale.	//www.senat.fr/amendements/2024-2025/469/Amdt_148.html
juste	c6c9f48ae4f3273d	assemblee	2	Adopté	M. Razzy Hammadi	JORFDOLE000027383756	L121-34	LEGIARTI000028747663:3	60	oui	1	terdite la location ou la vente de fichiers contenant des do	I. - Supprimer les alinéas 70 à 77 et l’alinéa 129 ; II. – A l’alinéa 78, remplacer la référence « L. 121-20-2 » par la référence « L. 121-20-1 » ; III. – A l’alinéa 79, remplacer la référence « L. 121-20-3 » par la référence « L. 121-20-2 » ; IV. - Compléter l’article 5 par les alinéas suivants : « III. – La section 4 du même chapitre Ier est ainsi rédigé : « Section 4 « Régime d’opposition au dé […]	Est interdite la location ou la vente de fichiers contenant des données téléphoniques et comportant les coordonnées d'un ou plusieurs consommateurs inscrits sur la liste d'opposition au démarchage téléphonique.	
faux	c7d9329687f8c654	senat	167	Adopté	M. COINTAT	JORFDOLE000027383756	L121-91-1	LEGIARTI000028742102:0	60	non : L121-84-11	1	l est tenu d'offrir gratuitement à tous ses clients la possi	Rédiger ainsi cet article : I. – Le code de la consommation est ainsi modifié : 1° Après l'article L. 121-84-11, il est inséré un article L. 121-84-12 ainsi rédigé : « Art. L. 121-84-12. - Le fournisseur de téléphonie fixe et mobile et d'accès à internet est tenu de proposer le paiement par chèque et un mode de paiement en espèces dans les conditions prévues par le code monétaire et financier. Il  […]	Le fournisseur d'électricité et de gaz naturel est tenu d'offrir gratuitement à tous ses clients la possibilité de payer ses factures par mandat compte.	//www.senat.fr/amendements/2013-2014/283/Amdt_167.html
juste	c7e7fe9bf17412c4	senat	174	Adopté	M. GONTARD	JORFDOLE000038746653	L120-2	LEGIARTI000041557387:3	60	sans visée	1	ns ce cas, le consommateur est responsable de l'hygiène et d	Après l'article 5 Insérer un article additionnel ainsi rédigé : Le titre II du livre I er du code de la consommation est ainsi modifié : 1° À l’intitulé, les mots : « interdites et pratiques commerciales règlementées » sont supprimés ; 2° Il est jouté un chapitre ainsi rédigé : « Chapitre ... « Pratiques commerciales encouragées « Section ... « Vente de produits non pré‑emballés « Art. L. …. ‑ Dan […]	Dans ce cas, le consommateur est responsable de l'hygiène et de l'aptitude du contenant.	//www.senat.fr/amendements/2018-2019/728/Amdt_174.html
juste	c7ee4f754dcb817d	senat	167	Adopté	M. SCHOSTECK	JORFDOLE000017760141	L331-3	LEGIARTI000006292631:5	60	oui	1	l'information des établissements de crédit et des comptables	Après le 3° du IV de cet article, insérer un 3° bis ainsi rédigé : 3° bis - Le sixième alinéa de l'article L. 331-3 du code de la consommation est complété par la phrase suivante : « L'information des établissements de crédit et des comptables du Trésor peut être effectuée par télécopie ou par courrier électronique dans des conditions fixées par décret. »	Après avoir été informés par la commission de l'état du passif déclaré par le débiteur, les créanciers disposent d'un délai de trente jours pour fournir, en cas de désaccord sur cet état, les justifications de leurs créances en principal, intérêts et accessoires. A défaut, la créance est prise en compte par la commission au vu des seuls éléments fournis par le débiteur. L'information des établisse […]	//www.senat.fr/amendements/2002-2003/398/Amdt_167.html
juste	c80e558c4b2f3e0c	senat	426	Adopté	M. LEMOYNE	JORFDOLE000046027237	L215-1-1	LEGIARTI000046190107:0	60	sans visée	1	nclu par un autre moyen et que le professionnel, au jour de	I. – Alinéas 1 à 6 Remplacer ces alinéas par quatorze alinéas ainsi rédigés : I. – Le code de la consommation est ainsi modifié : 1° Le chapitre V du titre I er du livre II est ainsi modifié : a) Le titre est ainsi rédigé : « Reconduction et modalités de résiliation des contrats » ; b) Après l’article L. 215‑1, il est inséré un article L. 215‑1‑1, ainsi rédigé : « Art. L. 215‑1‑1. – Lorsqu’un cont […]	Lorsqu'un contrat a été conclu par voie électronique ou a été conclu par un autre moyen et que le professionnel, au jour de la résiliation par le consommateur, offre au consommateur la possibilité de conclure des contrats par voie électronique, la résiliation est rendue possible selon cette modalité.	//www.senat.fr/amendements/2021-2022/828/Amdt_426.html
juste	c9041386edb78802	senat	669 rect. bis	Adopté	M. LABBÉ	JORFDOLE000038746653	L441-3	LEGIARTI000041556395:2	60	sans visée	1	la réparabilité du produit est considérée comme une des cara	Après l'article 4 ter Insérer un article additionnel ainsi rédigé : Après l’article L. 213‑4‑1 du code de la consommation, il est inséré un article L. 213‑4‑1‑… ainsi rédigé : « Art. L. 213‑4‑1‑…. – Toute technique, y compris logicielle, par laquelle un metteur sur le marché vise à rendre impossible la réparation ou le reconditionnement d’un appareil hors de ses circuits agréés est interdite. « La […]	La réparabilité du produit est considérée comme une des caractéristiques essentielles du bien ou du service tel que défini aux articles L. 111-1 à L. 111-7 du présent code.	//www.senat.fr/amendements/2018-2019/728/Amdt_669.html
juste	caffe3c05608e668	senat	4	Adopté	M. Martial BOURQUIN	JORFDOLE000032669047	L224-99	LEGIARTI000034072650:1	60	oui	1	l'exercice du droit de rétractation met fin aux obligations	Après l'article 3 Insérer un article additionnel ainsi rédigé : I. – L’article L. 224-99 du code de la consommation est ainsi modifié : 1° Le premier alinéa est ainsi modifié : a) À la première phrase, le mot : « vingt-quatre » est remplacé par le mot : « quarante-huit » ; b) La seconde phrase est supprimée ; 2° Après le même premier alinéa, il est inséré un alinéa ainsi rédigé : « L’exercice du d […]	L'exercice du droit de rétractation met fin aux obligations des parties. Le consommateur doit alors rembourser au professionnel le prix perçu et, en contrepartie, ce dernier doit lui restituer le ou les objets achetés. A défaut de restituer le ou les objets achetés, le professionnel verse au consommateur une somme équivalente au double du prix de vente perçu pour le bien ou les objets achetés.	//www.senat.fr/amendements/2016-2017/190/Amdt_4.html
juste	cbf7793aa4c65365	senat	158	Adopté	Mme LOISIER	JORFDOLE000043701629	L412-4	LEGIARTI000044224589:4	60	sans visée	1	s modalités d'application des troisième et quatrième alinéas	I. – Alinéa 4 Remplacer cet alinéa par quatre alinéas ainsi rédigés : b) Les deuxième à avant-dernier alinéas sont ainsi rédigés : « Le consommateur est informé, au moyen de l’étiquetage, de l’origine du cacao des produits à base de cacao et de chocolat et de l’origine de la gelée royale. « Il est également informé de tous les pays d’origine des miels composant un mélange de miels en provenance de […]	Les modalités d'application des troisième et quatrième alinéas du présent article sont fixées par décret en Conseil d'Etat après que la Commission européenne a déclaré compatible avec le droit de l'Union européenne l'obligation prévue au présent article.	//www.senat.fr/amendements/2020-2021/829/Amdt_158.html
juste	cc49e80396af74ee	senat	91 rect.	Adopté	M. VERZELEN	JORFDOLE000051045642	L223-1	LEGIARTI000051830285:5	60	sans visée	1	peut avoir lieu lorsqu'elle est autorisée en application du	Alinéa 16 et 17 Remplacer ces alinéas par un alinéa ainsi rédigé : – après le mot : « téléphonique », la fin du septième alinéa est ainsi rédigée : « peut avoir lieu lorsqu'elle est autorisée en application du présent article. Toutefois, le professionnel peut solliciter le consommateur en dehors des jours, horaires et fréquence prévus par le décret si le consommateur consent explicitement à être a […]	Un décret, pris après avis du Conseil national de la consommation, détermine les jours et horaires ainsi que la fréquence auxquels la prospection commerciale par voie téléphonique peut avoir lieu lorsqu'elle est autorisée en application du présent article. Toutefois, le professionnel peut solliciter le consommateur en dehors des jours et horaires prévus par le décret si le consommateur consent exp […]	//www.senat.fr/amendements/2024-2025/469/Amdt_91.html
juste	cc890e6522c4b30e	assemblee	641	Adopté	M. Razzy Hammadi	JORFDOLE000027383756	L121-42	LEGIARTI000028744497:1	60	sans visée	1	une période qui ne peut être inférieure à douze mois à compt	I. – Après l’article L. 121‑41 du code de la consommation, la section 7 est ainsi rédigée : « Section 7 « Achats par l’intermédiaire des opérateurs de communications électroniques « Art. L. 121‑42. – L’opérateur de communications électroniques, au sens du 6° de l’article L. 32 du code des postes et des communications électroniques, exploitant un numéro à valeur ajoutée, son abonné auquel ce numéro […]	L'outil mentionné au premier alinéa permet aux consommateurs d'obtenir les informations prévues au même alinéa pendant une période qui ne peut être inférieure à douze mois à compter de la date d'achat du produit ou du service. Il est mis à la disposition des consommateurs sous la forme d'un accès unique dédié aux numéros d'appel et d'un accès unique dédié aux numéros de messages textuels.	
faux	cd62145d0c337b3c	assemblee	28	Adopté	M. Frédéric Barbier	JORFDOLE000027383756	L122-14	LEGIARTI000028748832:0	60	sans visée	1	2 encourent, outre l'amende suivant les modalités prévues à	Après l’alinéa 6, insérer les six alinéas suivants : « VII bis. – La section 9 du chapitre Ier du titre II du livre Ier du code de la consommation est ainsi modifiée : « 1° au premier alinéa de l’article L. 121‑79‑2, le montant : « 15 000 € » est remplacé par le montant : « 150 000 € » ; « 2° Au premier alinéa de l’article L. 121‑79‑3, le montant : « 30 000 € » est remplacé par le montant : « 300  […]	Les personnes morales déclarées pénalement responsables du délit prévu à l'article L. 122-12 encourent, outre l'amende suivant les modalités prévues à l'article 131-38 du code pénal, les peines prévues aux 2° à 9° de l'article 131-39 du même code. L'interdiction mentionnée au 2° du même article 131-39 porte sur l'activité dans l'exercice ou à l'occasion de l'exercice de laquelle l'infraction a été […]	
juste	cd771633f79c3eb8	senat	691	Adopté	M. Martial BOURQUIN	JORFDOLE000027383756	L121-37	LEGIARTI000028749202:0	60	oui	1	le l. 121-36 sont réalisées par voie d'écrit et donnent lieu	Alinéas 8 à 11 Remplacer ces alinéas par six alinéas ainsi rédigés : I bis. – Les articles L. 121-36 et L. 121-37 du code de la consommation sont ainsi rédigés : « Art. L. 121-36. - Les pratiques commerciales, mises en œuvre par les professionnels sous la forme d'opérations promotionnelles, tendant à faire naître l'espérance d'un gain attribué à chacun des participants, quelles que soient les moda […]	Lorsque les opérations mentionnées à l'article L. 121-36 sont réalisées par voie d'écrit et donnent lieu à un tirage au sort, quelles qu'en soient les modalités, le bulletin de participation à ces opérations doit être distinct de tout bon de commande de bien ou de service. Les documents présentant l'opération publicitaire ne doivent pas être de nature à susciter la confusion avec un document admin […]	//www.senat.fr/amendements/2012-2013/810/Amdt_691.html
juste	cef4315216d020ff	senat	616	Adopté	LE GOUVERNEMENT	JORFDOLE000027383756	L215-2-4	LEGIARTI000028748390:0	60	oui	2	es agents mentionnés à l'article l. 215-1 sont habilités à r	A. - Alinéa 18 Remplacer cet alinéa par deux alinéas ainsi rédigés : IV - L’article L. 215-2-4 du code de la consommation est ainsi rédigé : « Art. L. 215-2-4. - Les agents mentionnés à l'article L. 215-1 sont habilités à rechercher et à constater, dans les conditions prévues au présent livre, les infractions aux dispositions du chapitre VII du titre V du livre V du code de l'environnement lorsqu' […]	Les agents mentionnés à l'article L. 215-1 sont habilités à rechercher et à constater, dans les conditions prévues au présent livre, les infractions aux dispositions du chapitre VII du titre V du livre V du code de l'environnement lorsqu'elles concernent des produits destinés aux consommateurs.	//www.senat.fr/amendements/2012-2013/810/Amdt_616.html
juste	cf17ac8249ea6c9a	senat	147	Adopté	M. KERN	JORFDOLE000043701629	L121-4	LEGIARTI000044224578:27	60	sans visée	1	24° de faire figurer un drapeau français, une carte de franc	Compléter cet article par deux paragraphes ainsi rédigés : …. – L’article L. 121‑4 du code de la consommation est complété par deux alinéas ainsi rédigés : « 24° De faire figurer un drapeau français, une carte de France ou tout symbole représentatif de la France sur les emballages alimentaires lorsque les ingrédients primaires définis par le règlement (UE) n° 1169/2011 du Parlement européen et du  […]	24° De faire figurer un drapeau français, une carte de France ou tout symbole représentatif de la France sur les emballages alimentaires lorsque les ingrédients primaires définis par le règlement (UE) n° 1169/2011 du Parlement européen et du Conseil du 25 octobre 2011 concernant l'information des consommateurs sur les denrées alimentaires, modifiant les règlements (CE) n° 1924/2006 et (CE) n° 1925 […]	//www.senat.fr/amendements/2020-2021/829/Amdt_147.html
juste	cf2a0c3241fb3ffd	senat	701	Adopté	LE GOUVERNEMENT	JORFDOLE000027383756	L111-5	LEGIARTI000028744682:0	60	sans visée	1	ns préjudice des obligations d'information prévues à l'artic	Amendement n° 60 rectifié bis Alinéa 3 Remplacer cet alinéa par deux alinéas ainsi rédigés : Le chapitre I er du titre I er du livre I er du code de la consommation est complété par un article L. 111‑… ainsi rédigé : « Art. L. 111-… - Sans préjudice des obligations d’information prévues à l’article 19 de la loi n° 2004‑575 du 21 juin 2004 pour la confiance dans l’économie numérique, toute personne […]	Sans préjudice des obligations d'information prévues à l'article 19 de la loi n° 2004-575 du 21 juin 2004 pour la confiance dans l'économie numérique, toute personne dont l'activité consiste en la fourniture d'informations en ligne permettant la comparaison des prix et des caractéristiques de biens et de services proposés par des professionnels est tenue d'apporter une information loyale, claire e […]	//www.senat.fr/amendements/2012-2013/810/Amdt_701.html
