verdict	cle	chambre	amendement	sort	auteur	article	cibles_de_l_article	vise	voie	texte	article_du_texte	subdivision	fenetre	dispositif	article_du_fonds	url	verdict_bis	verdict_ter	juge	juge_bis	juge_ter	commentaire	commentaire_bis	commentaire_ter	date_jugement
juste	03e73c84483b017e	assemblee	412	Rejeté	M. Thierry Benoit	L111-3	7	sans visée	alinea	assemblee/14-ta-commission-r1156-a0.asp	4	ART. 4	de prévoyance et unions régies par le titre III du livre IX du code de la sécurité sociale. « Art. L. 111-3. – Le fabricant ou l’importateur de biens meubles doit informer le vendeur professionnel de	À la première phrase de l’alinéa 12, après le mot : « meubles », insérer les mots : « dont le seuil de valeur est déterminé par décret, ».	L111-3 (1993-07-27) — écrit par la loi du dossier, 2014-06-14 : Le fabricant ou l'importateur de biens meubles informe le vendeur professionnel de la période pe […] ‖ avant, 2010-07-25 : Les articles L. 111-1 et L. 111-2 s'appliquent sans préjudice des dispositions plus favorables aux consommateurs qui soumettent certaines activités […]		juste		sonnet-juge-a	sonnet-juge-b		L'alinéa 12 est la tête même « Art. L. 111-3. – Le fabricant ou l'importateur de biens meubles… ».	L'alinéa 12 est l'ouverture de « Art. L. 111-3. – Le fabricant ou l'importateur de biens meubles... » ; l'insertion de mots ne change pas la cible.		2026-09-26
juste	0426af419cf3c25c	assemblee	476	Retiré	Mme Karine Berger	L111-5-1	1	sans visée	alinea	assemblee/14-projets-pl3318.asp	22	ART. 22	date de publication de la présente loi. Section 3 Loyauté des plateformes Article 22 L’article L. 111-5-1 du même code est ainsi modifié : 1° Le premier alinéa est remplacé par les dispositions suivan	Compléter l’alinéa 4 par la phrase suivante : « L’opérateur rappelle également au consommateur les principes de protection des droits visés au code de la propriété intellectuelle et les régimes de responsabilité, selon des modalités et périodicité déterminées par décret. »	L111-5-1 (2015-08-08) — en vigueur à la loi du dossier, 2015-08-08 : Sans préjudice des obligations d'information prévues à l'article 19 de la loi n° 2004-575 du 21 juin 2004 pour la confiance dans l'économie numérique, toute personne dont l'activité consiste à mettre en relation, par voie électronique, plusieurs parti […]		juste		sonnet-juge-a	sonnet-juge-b		L'alinéa 4 (« Sans préjudice des obligations prévues à l'article 19… tout opérateur… ») relève de « L'article L. 111-5-1… est ainsi modifié ».	L'article 22 du texte ne porte qu'une seule instruction, sur L. 111-5-1 ; l'alinéa 4 en relève nécessairement.		2026-09-26
juste	04324450c59e0278	assemblee	234	Non soutenu	M. François Vannson	L121-21-4	37	sans visée	alinea	assemblee/14-ta-commission-r1156-a0.asp	5	ART. 5	consommateur de son droit de rétractation conformément au 2° du I de l’article L. 121-17. « Art. L. 121-21-4. – Lorsque le droit de rétractation est exercé, le professionnel est tenu de rembourser le	Supprimer l’alinéa 94.	L121-21-4 (2014-06-14) — écrit par la loi du dossier, 2014-06-14 : Lorsque le droit de rétractation est exercé, le professionnel est tenu de rembourser le consommateur de la totalité des sommes versées, y compris les frais de livraison, sans retard injustifié et au plus tard dans les quatorze jours à compter de la date […]		juste		sonnet-juge-a	sonnet-juge-b		L'alinéa 94 (« Au-delà, les sommes dues sont… majorées de 5 %… ») relève de « Art. L. 121-21-4. – Lorsque le droit de rétractation est exercé… ».	L'alinéa 94 supprimé est une phrase de « Art. L. 121-21-4. – Lorsque le droit de rétractation est exercé... ».		2026-09-26
juste	0439ae4bff3e7eba	assemblee	314	Non soutenu	Mme Jeanine Dubié	L423-17	13	sans visée	alinea	assemblee/14-projets-pl1357.asp	1er	ART. PREMIER	« Modalités spécifiques à l’action de groupe intervenant dans le domaine de la concurrence « Art. L. 423-10. – Lorsque les manquements reprochés au professionnel portent sur le respect des règles déf	I. A l’alinéa 44, substituer aux mots : « ne peut être prononcée dans le cadre de l’action mentionnée à l’article L. 423‑1 que », Les mots : « peut être prononcée dans le cadre de l’action mentionnée à l’article L. 423‑1 ». II. En conséquence, après l’alinéa 45, insérer les deux alinéas suivants : « En l’absence d’une telle décision, le juge consulte l’Autorité de la concurrence dans les conditions définies à l’artic […]	L423-17 (2014-03-19) — écrit par la loi du dossier, 2014-03-19 : Lorsque les manquements reprochés au professionnel portent sur le respect des règles définies au titre II du livre IV du code de commerce ou des articles 101 et 102 du traité sur le fonctionnement de l'Union européenne, la responsabilité du professionnel  […]		juste		sonnet-juge-a	sonnet-juge-b		L'alinéa 44 est la même tête « Art. L. 423-10. – Lorsque les manquements reprochés… » ; le fonds (article_du_fonds L423-17) confirme le même passage sous le numéro final.	Le texte nomme cet alinéa « Art. L. 423-10 », mais son contenu, identique à celui de l'amendement 89 sur la même ligne, est celui que la loi du dossier a rangé sous L. 423-17.		2026-09-26
juste	04463f1f43ac4bf6	assemblee	129	Rejeté	M. Lionel Tardy	L141-1	1	sans visée	alinea	assemblee/14-projets-pl1357.asp	25	ART. 25	s moyens d’action en matière de protection économique du consommateur Article 25 I. – L’article L. 141-1 du code de la consommation est ainsi modifié : 1° Le I est ainsi modifié : a) Au premier alinéa	À l’alinéa 33, après le mot : « judiciaire, », insérer les mots : « après avoir mené toutes les diligences nécessaires, ».	L141-1 (1993-07-27) — écrit par la loi du dossier, 2014-03-19 : I.-Sont recherchés et constatés, dans les conditions fixées par les articles L. 450-1, L. 450-3  […] ‖ avant, 2012-03-21 : I.-Sont recherchés et constatés, dans les conditions fixées par les articles L. 450-1 à L. 450-4, L. 450-7, L. 450-8, L. 470-1 et L. 470-5 du code  […]		juste		sonnet-juge-a	sonnet-juge-b		L'alinéa 33 (« 3° Demander à l'autorité judiciaire comme prévu… ») relève de « L'article L. 141-1… est ainsi modifié ».	L'alinéa 33 est un item du I de « L'article L. 141-1 du code de la consommation est ainsi modifié » ; l'insertion de mots ne change pas la cible.		2026-09-26
juste	04688290049c31a1	assemblee	2716	Rejeté	Mme Arlette Grosskost	L141-1	1	sans visée	alinea	assemblee/14-ta-commission-r2498-a0.asp	13	ART. 13	du service rendu. » ; 6° (nouveau) Le 4° de l’article 53 est abrogé ; II. – Le III de l’article L. 141-1 du code de la consommation est complété par un 16° ainsi rédigé : « 16° Du deuxième alinéa de l	Compléter l’alinéa 22 par la phrase suivante : « Dans le cadre de leurs recherches et constats, les agents ne peuvent pas demander d’informations sur l’identité du client, ni sur la nature et le montant des prestations fournies par l’avocat. ».	L141-1 (1993-07-27) — écrit par la loi du dossier, 2015-08-08 : I.-Sont recherchés et constatés, dans les conditions fixées par les articles L. 450-1, L. 450-3  […] ‖ avant, 2014-12-22 : I.-Sont recherchés et constatés, dans les conditions fixées par les articles L. 450-1, L. 450-3 à L. 450-4, L. 450-7 et L. 450-8 du code de commerc […]		juste		sonnet-juge-a	sonnet-juge-b		L'alinéa 22 (« 16° Du deuxième alinéa de l'article 10 de la loi… professions judiciaires et juridiques ») relève de « le III de l'article L. 141-1… est complété par un 16°… ».	L'alinéa 22 complété est le 16° ajouté par « Le III de l'article L. 141-1 du code de la consommation est complété... ».		2026-09-26
juste	04814a6290e1b8f7	assemblee	36	Adopté	M. Lionel Tardy	L111-5-1	1	sans visée	alinea	assemblee/14-projets-pl3318.asp	22	ART. 22	date de publication de la présente loi. Section 3 Loyauté des plateformes Article 22 L’article L. 111-5-1 du même code est ainsi modifié : 1° Le premier alinéa est remplacé par les dispositions suivan	Substituer à l'alinéa 1 les deux alinéas suivants : I. - L'article L. 111-5 du même code est abrogé. II. - L'article L. 111-5-1 du même code devient l'article L. 111-5, et est ainsi modifié :	L111-5-1 (2015-08-08) — en vigueur à la loi du dossier, 2015-08-08 : Sans préjudice des obligations d'information prévues à l'article 19 de la loi n° 2004-575 du 21 juin 2004 pour la confiance dans l'économie numérique, toute personne dont l'activité consiste à mettre en relation, par voie électronique, plusieurs parti […]		juste		sonnet-juge-a	sonnet-juge-b		L'alinéa 1 est la tête même « L'article L. 111-5-1… est ainsi modifié », que l'amendement substitue entièrement (le renuméroter en L. 111-5 n'en fait pas un autre article que la cible qu'il modifie).	L'alinéa 1 substitué est l'unique instruction de l'article, « L'article L. 111-5-1 du même code est ainsi modifié » ; la substitution la réécrit en gardant L. 111-5-1 comme objet direct (« devient l'article L. 111-5, et est ainsi modifié »).		2026-09-26
juste	04b9734bb5959669	assemblee	615	Adopté	M. Razzy Hammadi	L115-16	1	sans visée	alinea	assemblee/14-projets-pl1015.asp	24	ART. 24	igé : « e) Les indications géographiques définies à l’article L. 721-2. » Article 24 L’article L. 115-16 du code de la consommation est ainsi modifié : 1° Au premier alinéa, le montant : « 37 500 » e	Compléter l’alinéa 5 par les mots : « définie à l’article L. 721‑2 du code de la propriété intellectuelle ; ».	L115-16 (1993-07-27) — écrit par la loi du dossier, 2014-03-19 : Est puni de deux ans d'emprisonnement et d'une amende de 300 000 € le fait : 1° De délivrer une […] ‖ avant, 2010-07-29 : Est puni de deux ans d'emprisonnement et d'une amende de 37 500 € le fait : 1° De délivrer une appellation d'origine contrôlée sans satisfaire aux  […]		juste		sonnet-juge-a	sonnet-juge-b		L'alinéa 5 (« 5° De faire croire… un produit bénéficie d'une appellation d'origine ou d'une indication géographique ») relève de « L'article L. 115-16… est ainsi modifié ».	L'alinéa 5 complété est le 5° de « L'article L. 115-16 du code de la consommation est ainsi modifié ».		2026-09-26
juste	04c1971da33cb54c	assemblee	22	Adopté	M. Laurent Grandguillaume	L311-8-1	1	sans visée	alinea	assemblee/14-projets-pl1015.asp	18	ART. 18	Chapitre III Crédit et assurance Section 1 Crédit à la consommation Article 18 I. – L’article L. 311-8-1 du code de la consommation est remplacé par les dispositions suivantes : « Art. L. 311-8-1. –	"Compléter l'alinéa 2 par une phrase ainsi rédigée: ""Le seuil mentionné à la première phrase ne peut être supérieur à 700 euros."""	L311-8-1 (2011-05-01) — en vigueur à la loi du dossier, 2011-05-01 : Lorsqu'un prêteur ou un intermédiaire de crédit propose au consommateur, sur le lieu de vente ou par un moyen de vente à distance, un contrat de crédit pour financer l'achat de biens ou de prestations de services particuliers pour un montant supérieur […]		juste		sonnet-juge-a	sonnet-juge-b		L'alinéa 2 est la tête même « Art. L. 311-8-1. – Lorsqu'un consommateur se voit proposer… ».	L'alinéa 2 complété est le corps même de « Art. L. 311-8-1. – Lorsqu'un consommateur se voit proposer... ».		2026-09-26
juste	04cf9cf45f0d8fc5	assemblee	255	Rejeté	M. Dino Cinieri	L221-14	3	sans visée	alinea	assemblee/16-ta-commission-r0144-a0.asp	7	ART. 7	ontrats Article 7 I. – Le livre II du code de la consommation est ainsi modifié : 1° L’article L. 221-14 est ainsi modifié : a) Au début du premier alinéa, est ajoutée la mention : « I. – » ; b) Sont	À la première phrase de l’alinéa 5, après le mot : « électronique », insérer les mots : « auprès d’une entreprise installée en France ou à l’étranger ».	L221-14 (2016-07-01) — en vigueur à la loi du dossier, 2016-07-01 : Pour les contrats conclus par voie électronique, le professionnel rappelle au consommateur, avant qu'il ne passe sa commande, de manière lisible et compréhensible, les informations relatives aux caractéristiques essentielles des biens ou des services q […]		juste		sonnet-juge-a	sonnet-juge-b		L'alinéa 5 (« II. – Les contrats conclus par voie électronique peuvent être résiliés… ») relève de « L'article L. 221-14… est ainsi modifié ».	L'alinéa 5 est le II ajouté par « 1° L'article L. 221-14 est ainsi modifié... b) Sont ajoutés des II à IV ».		2026-09-26
juste	04e19d584a1894e9	assemblee	122	Rejeté	M. Lionel Tardy	L333-7	1	sans visée	alinea	assemblee/14-projets-pl1357.asp	22 bis	ART. 22 BIS	’intitulé du chapitre III bis du titre III du code de la consommation sont supprimés. L’article L. 333-7 devient l’article L. 333-23 au sein d’une section 3 du même chapitre III telle qu’elle résulte	Après la seconde occurrence du mot : « crédit », supprimer la fin de l’alinéa 13.	L333-7 (2010-12-11) — en vigueur à la loi du dossier, 2014-01-01 : Les dispositions du présent titre sont applicables au débiteur qui a procédé à une déclaration de constitution de patrimoine affecté conformément à l'article L. 526-7 du code de commerce, sous les réserves énoncées par le présent article. Elles s'appliq […]		juste		sonnet-juge-a	sonnet-juge-b		L'alinéa 13 est la tête même « Art. L. 333-7. – Le registre national des crédits aux particuliers… ».	L'alinéa 13 tronqué est le corps de « Art. L. 333-7. – Le registre national des crédits aux particuliers... ».		2026-09-26
juste	0520dd698345efc1	senat	165	Retiré	M. COINTAT	L121-107	12	sans visée	alinea	senat/leg-pjl13-283.html	11	Article 11	e liquéfié en vrac d'un poids supérieur à 50 kilogrammes ou l'entretien de tels matériels. « Art. L. 121-106. - Les contrats mentionnés à l'article L. 121-105 sont écrits, le consommateur n'étant eng	Alinéa 42 Compléter cet alinéa par les mots : ainsi que le coût total prévisionnel supporté par le consommateur au terme du contrat pour toutes les options de fourniture du matériel de stockage de gaz de pétrole liquéfié	L121-107 (2014-10-01) — écrit par la loi du dossier, 2014-10-01 : Les contrats mentionnés à l'article L. 121-106 sont écrits, le consommateur n'étant engagé que par sa signature. Ces contrats doivent préciser au moins les informations suivantes sous une forme claire, détaillée et aisément accessible : 1° L'identité du  […]	//www.senat.fr/amendements/2013-2014/283/Amdt_165.html	juste		sonnet-juge-a	sonnet-juge-b		L'alinéa 42 (« 3° Les prix des produits et services contractuels… ») relève de « Art. L. 121-106. – Les contrats mentionnés… » ; le fonds (article_du_fonds L121-107) porte ce même texte sous le numéro final.	Le texte nomme cet alinéa « Art. L. 121-106 » (renvoyant à L. 121-105), mais son contenu (« Les contrats mentionnés à l'article L. 121-10[5/6] sont écrits, le consommateur n'étant engagé que par sa signature ») est celui que la loi du dossier a rangé sous L. 121-107, décalé d'un rang.		2026-09-26
juste	0521d3dbb31389c8	assemblee	564	Tombé	M. Lionel Tardy	L111-5-1	3	sans visée	alinea	assemblee/14-ta-commission-r2866-a0.asp	33 decies	ART. 33 DECIES	e de la consommation est ainsi modifié : 1° Après l’article L. 111-5, il est inséré un article L. 111-5-1 ainsi rédigé : « Art. L. 111-5-1. – Sans préjudice des obligations d’information prévues à l’a	Compléter l’alinéa 6 par les mots « en Conseil d’État ».	L111-5-1 (2015-08-08) — écrit par la loi du dossier, 2015-08-08 : Sans préjudice des obligations d'information prévues à l'article 19 de la loi n° 2004-575 du 21 juin 2004 pour la confiance dans l'économie numérique, toute personne dont l'activité consiste à mettre en relation, par voie électronique, plusieurs parties  […]		juste		sonnet-juge-a	sonnet-juge-b		L'alinéa 6 (« Le contenu de ces informations et leurs modalités de communication sont fixés par décret ») relève de « Art. L. 111-5-1. – ».	L'alinéa 6 complété est une phrase de l'article L. 111-5-1 nouvellement inséré (« 1° Après l'article L. 111-5, il est inséré un article L. 111-5-1 ainsi rédigé »).		2026-09-26
juste	052a9bfe66d8ece4	assemblee	344	Retiré	M. Thierry Benoit	L423-1	13	sans visée	alinea	assemblee/14-projets-pl1357.asp	1er	ART. PREMIER	tion de groupe « Section 1 « Champ d’application de l’action de groupe et qualité pour agir « Art. L. 423-1. – Une association de défense des consommateurs représentative au niveau national et agréée	A l’alinéa 6, supprimer les mots : « similaire ou ».	L423-1 (2014-03-19) — écrit par la loi du dossier, 2014-03-19 : Une association de défense des consommateurs représentative au niveau national et agréée en application de l'article L. 411-1 peut agir devant une juridiction civile afin d'obtenir la réparation des préjudices individuels subis par des consommateurs placés […]		juste		sonnet-juge-a	sonnet-juge-b		L'alinéa 6 est la tête même « Art. L. 423-1. – Une association de défense des consommateurs… ».	L'alinéa 6 est le corps même de « Art. L. 423-1. – Une association de défense des consommateurs... ».		2026-09-26
juste	056189a1deea11f2	assemblee	415	Non soutenu	M. Thierry Benoit	L122-8	12	sans visée	alinea	assemblee/14-projets-pl1015.asp	64	ART. 64	me article ne peuvent être prononcées que pour une durée de cinq ans au plus. » IX. – L’article L. 122-8 du même code est ainsi modifié : 1° Au premier alinéa, le mot : « cinq » est remplacé par le mo	À l’alinéa 43, substituer au taux : « 10 % », le taux : « 5 % ».	L122-8 (1993-07-27) — écrit par la loi du dossier, 2014-03-19 : Quiconque aura abusé de la faiblesse ou de l'ignorance d'une personne pour lui faire souscrire,  […] ‖ avant, 2008-08-06 : Quiconque aura abusé de la faiblesse ou de l'ignorance d'une personne pour lui faire souscrire, par le moyen de visites à domicile, des engagements […]		juste		sonnet-juge-a	sonnet-juge-b		L'alinéa 43 (« Le montant de l'amende peut être porté à 10 % du chiffre d'affaires… ») relève de « L'article L. 122-8… est ainsi modifié ».	L'alinéa 43 est une phrase de « L'article L. 122-8 du même code est ainsi modifié ».		2026-09-26
juste	0567bdbe20de28df	assemblee	691	Adopté	M. Sébastien Denaja	L423-16	16	sans visée	alinea	assemblee/14-projets-pl1015.asp	1er	ART. PREMIER	ve afin d’obtenir la réparation des préjudices individuels mentionnés à l’article L. 423-1. « Art. L. 423-9. – Tout accord négocié au nom du groupe est soumis à l’homologation du juge, qui lui donne	À l’alinéa 30, après le mot : « prévoir », insérer les mots : « , à la charge du professionnel, ».	L423-16 (2014-03-19) — écrit par la loi du dossier, 2014-03-19 : Tout accord négocié au nom du groupe est soumis à l'homologation du juge, qui vérifie s'il est conforme aux intérêts de ceux auxquels il a vocation à s'appliquer et lui donne force exécutoire. Cet accord précise les mesures de publicité nécessaires pour i […]		juste		sonnet-juge-a	sonnet-juge-b		L'alinéa 30 (« Le juge peut prévoir les mesures de publicité nécessaires… ») relève de « Art. L. 423-9. – Tout accord négocié au nom du groupe… » ; le fonds (article_du_fonds L423-16) porte ce même texte sous le numéro final.	Le texte nomme cet alinéa « Art. L. 423-9 », mais son contenu (« Tout accord négocié au nom du groupe est soumis à l'homologation du juge... Le juge peut prévoir les mesures de publicité ») est celui que la loi du dossier a rangé sous L. 423-16.		2026-09-26
